id_type,id,baseline_owner,baseline_semantics,candidate_owner,candidate_semantics,status,action_taken,notes
quest,22F6D8A7A571B2DF,vehicles.snbt: Vehicles and Transport / A Proper Expedition Ship,"title=A Proper Expedition Ship; tasks=14CBE4C438A83F50,5EADE09C196EA20A; rewards=7253FC5D69D7838C,727923D80AE9BE2C","vehicles.snbt: Carts, Boats, Planes and OSHA Violations / A Proper Expedition Ship","title=A Proper Expedition Ship; tasks=14CBE4C438A83F50,5EADE09C196EA20A; rewards=7253FC5D69D7838C,727923D80AE9BE2C",unchanged,restored baseline reward definitions and IDs,No existing reward ID changes item/XP meaning.
quest,23BD29330147D352,vehicles.snbt: Vehicles and Transport / Animal and Farm Carts,title=Animal and Farm Carts; tasks=5ECC74BA16F1C3F0; rewards=4C3950821098CB58,"vehicles.snbt: Carts, Boats, Planes and OSHA Violations / Animal and Farm Carts",title=Animal and Farm Carts; tasks=5ECC74BA16F1C3F0; rewards=4C3950821098CB58,unchanged,preserved baseline definition,
quest,240F25ACED5A4902,"roadmap.snbt: What Leads Into What? / Food Leads to Seasons, Kitchens and Bees","title=Food Leads to Seasons, Kitchens and Bees; tasks=5F93A52F4819DA73; rewards=114A2E68FE1D3035","roadmap.snbt: Pick a Lane Before You Craft Everything / Food Leads to Seasons, Kitchens and Bees","title=Food Leads to Seasons, Kitchens and Bees; tasks=5F93A52F4819DA73; rewards=114A2E68FE1D3035",unchanged,preserved baseline definition,
quest,242F1BFEAD6A76BB,,,"welcome.snbt: START HERE, YOU BEAUTIFUL NOOB / The Three-Hour Bell Tolls for Thee",title=The Three-Hour Bell Tolls for Thee; tasks=1AD8D56A9997C175; rewards=4376A47A2B2EE1E4,new,assigned a new deterministic stable ID,Does not inherit baseline completion or claim state.
quest,25F2DBA507BB3FDD,roadmap.snbt: What Leads Into What? / Choose One Next Project,title=Choose One Next Project; tasks=4E0483D04BBC7E67; rewards=72EAAD938684746B,roadmap.snbt: Pick a Lane Before You Craft Everything / Choose One Next Project,title=Choose One Next Project; tasks=4E0483D04BBC7E67; rewards=72EAAD938684746B,unchanged,preserved baseline definition,
quest,25F3FCF01504F899,"archaeology.snbt: Fossils, Archaeology and Dinosaurs / That Chest Has Teeth",title=That Chest Has Teeth; tasks=53580B6234D0A4B7; rewards=468EA2799FA69A54,"archaeology.snbt: Brush First, Break Nothing / That Chest Has Teeth",title=That Chest Has Teeth; tasks=53580B6234D0A4B7; rewards=468EA2799FA69A54,unchanged,preserved baseline definition,
quest,27807E4E2044E0C3,create_projects.snbt: Create Projects: Workshop to Railway / Project: Wash or Crush One Ore Stream,title=Project: Wash or Crush One Ore Stream; tasks=4E066A85090F681B; rewards=4D178B0833672B4B,create_projects.snbt: Create: Build Machines With a Point / Project: Wash or Crush One Ore Stream,title=Project: Wash or Crush One Ore Stream; tasks=4E066A85090F681B; rewards=4D178B0833672B4B,unchanged,preserved baseline definition,
quest,27E0729B8A8349F6,enchanting_gear.snbt: Enchanting and the Public Armoury / Merge Matching Pieces Instead of Chasing Perfect Rolls,title=Merge Matching Pieces Instead of Chasing Perfect Rolls; tasks=63A1DF7CF9B3D7DC; rewards=41222A82DC50706C,enchanting_gear.snbt: Wizard Shit Without Wasting 47 Levels / Merge Matching Pieces Instead of Chasing Perfect Rolls,title=Merge Matching Pieces Instead of Chasing Perfect Rolls; tasks=63A1DF7CF9B3D7DC; rewards=41222A82DC50706C,unchanged,preserved baseline definition,
quest,2839A2A2D207C7DB,endgame.snbt: Dangerous Shit and Endgame / Find an Elytra,title=Find an Elytra; tasks=623A334293AD10FB; rewards=040736790AA43BC3,"endgame.snbt: Dangerous Shit, Bigger Consequences / Find an Elytra",title=Find an Elytra; tasks=623A334293AD10FB; rewards=040736790AA43BC3,unchanged,preserved baseline definition,
quest,288920C21D0E1C03,,,"first_days.snbt: Day One: Bed, Bread, Don't Die / Why Is My Lantern Doing That?",title=Why Is My Lantern Doing That?; tasks=5CC2E8AD754C780F; rewards=59DC97845E4A5CAE,new,assigned a new deterministic stable ID,Does not inherit baseline completion or claim state.
quest,28ED3EBB122D102D,travel_storage.snbt: Stop Living Out of 46 Chests / Backpack Lab: Filters Before Automation,title=Backpack Lab: Filters Before Automation; tasks=6BD656932F8E3284; rewards=07A890245D4B8ADA,travel_storage.snbt: Your 46-Chest Intervention / Backpack Lab: Filters Before Automation,title=Backpack Lab: Filters Before Automation; tasks=6BD656932F8E3284; rewards=07A890245D4B8ADA,unchanged,preserved baseline definition,
quest,2914A1154A421301,"homestead_mastery.snbt: Homestead Mastery: Farm, Kitchen and Apiary / Cooking for Blockheads Is a Kitchen Network",title=Cooking for Blockheads Is a Kitchen Network; tasks=6636401CF89AE820; rewards=16F6738E3985AC64,"homestead_mastery.snbt: Farm, Kitchen, Bees: Feed the Damn Server / Cooking for Blockheads Is a Kitchen Network",title=Cooking for Blockheads Is a Kitchen Network; tasks=6636401CF89AE820; rewards=16F6738E3985AC64,unchanged,preserved baseline definition,
quest,2990526585709C54,create_basics.snbt: Create Without Having a Brain Aneurysm / Power Beyond the First Water Wheel,title=Power Beyond the First Water Wheel; tasks=11ED8A66BEDD2038; rewards=2F306E70149D5856,create_basics.snbt: Create Without Having a Brain Aneurysm / Power Beyond the First Water Wheel,title=Power Beyond the First Water Wheel; tasks=11ED8A66BEDD2038; rewards=2F306E70149D5856,unchanged,preserved baseline definition,
quest,2993B4E786D1E3C6,"travel_storage.snbt: Stop Living Out of 46 Chests / Upgrade, Don't Replace","title=Upgrade, Don't Replace; tasks=2A8E1A17D88A771B; rewards=3AA7440CD0255E73","travel_storage.snbt: Your 46-Chest Intervention / Upgrade, Don't Replace","title=Upgrade, Don't Replace; tasks=2A8E1A17D88A771B; rewards=3AA7440CD0255E73",unchanged,preserved baseline definition,
quest,2A307A4BE06391EB,"homestead_mastery.snbt: Homestead Mastery: Farm, Kitchen and Apiary / Turn Combs into Stored Resources",title=Turn Combs into Stored Resources; tasks=7ECD79534249B7FF; rewards=783F2BD55066D24F,"homestead_mastery.snbt: Farm, Kitchen, Bees: Feed the Damn Server / Turn Combs into Stored Resources",title=Turn Combs into Stored Resources; tasks=7ECD79534249B7FF; rewards=783F2BD55066D24F,unchanged,preserved baseline definition,
quest,2A603B486882AE2E,endgame.snbt: Dangerous Shit and Endgame / Enter the End,title=Enter the End; tasks=2EBC056D250C96B3; rewards=6607DA61521B3F88,"endgame.snbt: Dangerous Shit, Bigger Consequences / Enter the End",title=Enter the End; tasks=2EBC056D250C96B3; rewards=6607DA61521B3F88,unchanged,preserved baseline definition,
quest,2ACF4C98E1A3908D,roadmap.snbt: What Leads Into What? / Companions Lead to a Living Settlement,title=Companions Lead to a Living Settlement; tasks=097B03C3F20A07EE; rewards=50EAF95C6004AF25,roadmap.snbt: Pick a Lane Before You Craft Everything / Companions Lead to a Living Settlement,title=Companions Lead to a Living Settlement; tasks=097B03C3F20A07EE; rewards=50EAF95C6004AF25,unchanged,preserved baseline definition,
quest,2AD044CDEA61410E,homestead.snbt: Food That Isn't Raw Chicken / Cooking Pot Meals,"title=Cooking Pot Meals; tasks=24D611C6EE7DB056,2AD404763FEDCE70; rewards=125D3B7349E7C9EC,3445D7161409CCDF",homestead.snbt: Cook Something That Isn't Raw Chicken / Cooking Pot Meals,"title=Cooking Pot Meals; tasks=24D611C6EE7DB056,2AD404763FEDCE70; rewards=125D3B7349E7C9EC,3445D7161409CCDF",unchanged,restored baseline reward definitions and IDs,No existing reward ID changes item/XP meaning.
quest,2ADEB61CE870B65E,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Twilight Branch: Knights and Ur-Ghast",title=Twilight Branch: Knights and Ur-Ghast; tasks=0EA2439EDA2E5DCB; rewards=37A2BDB029CBD8CA,"dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Twilight Branch: Knights and Ur-Ghast",title=Twilight Branch: Knights and Ur-Ghast; tasks=0EA2439EDA2E5DCB; rewards=37A2BDB029CBD8CA,unchanged,preserved baseline definition,
quest,2AFB8B52531EE006,"companions_communities.snbt: Companions, Fishing and Settlements / Fishing Is an Expedition Tool",title=Fishing Is an Expedition Tool; tasks=0F609DA35937A1E1; rewards=64BEADBD8420C33F,"companions_communities.snbt: Pets, Fish and Villagers With Jobs / Fishing Is an Expedition Tool",title=Fishing Is an Expedition Tool; tasks=0F609DA35937A1E1; rewards=64BEADBD8420C33F,unchanged,preserved baseline definition,
quest,2BDD203DE1F76EBD,,,travel_storage.snbt: Your 46-Chest Intervention / Peek Before You Place,title=Peek Before You Place; tasks=3499A1F2A01495FC; rewards=518A0F8DDF1E283A,new,assigned a new deterministic stable ID,Does not inherit baseline completion or claim state.
quest,2C1F26BCE19B7C54,first_days.snbt: Surviving the First Night / Timber!,title=Timber!; tasks=254D7A37888A8423; rewards=30E8B9F6D76FF991,"first_days.snbt: Day One: Bed, Bread, Don't Die / Timber!",title=Timber!; tasks=254D7A37888A8423; rewards=30E8B9F6D76FF991,unchanged,preserved baseline definition,
quest,2D0F242D77ABDD04,travel_storage.snbt: Stop Living Out of 46 Chests / Storage Lab: The Tom's Network Core,title=Storage Lab: The Tom's Network Core; tasks=4157BB8B75D1CDA9; rewards=2E5E90101E4A127F,travel_storage.snbt: Your 46-Chest Intervention / Storage Lab: The Tom's Network Core,title=Storage Lab: The Tom's Network Core; tasks=4157BB8B75D1CDA9; rewards=2E5E90101E4A127F,unchanged,preserved baseline definition,
quest,2D3D21E8896371A7,endgame.snbt: Dangerous Shit and Endgame / Assemble the Portal Team,title=Assemble the Portal Team; tasks=63F01DA15A4EFEEC; rewards=58D54176014BD212,"endgame.snbt: Dangerous Shit, Bigger Consequences / Assemble the Portal Team",title=Assemble the Portal Team; tasks=63F01DA15A4EFEEC; rewards=58D54176014BD212,unchanged,preserved baseline definition,
quest,2DA958214FC07C0B,"homestead_mastery.snbt: Homestead Mastery: Farm, Kitchen and Apiary / Advanced Hives Need the Right Flower",title=Advanced Hives Need the Right Flower; tasks=7AC1CF43B2597899; rewards=090740C663519C4E,"homestead_mastery.snbt: Farm, Kitchen, Bees: Feed the Damn Server / Advanced Hives Need the Right Flower",title=Advanced Hives Need the Right Flower; tasks=7AC1CF43B2597899; rewards=090740C663519C4E,unchanged,preserved baseline definition,
quest,2E34979BCE044BF5,welcome.snbt: WHERE THE FUCK DO I START? / Death Is Recoverable,title=Death Is Recoverable; tasks=64C51E8DA72CE377; rewards=0FE7EE9D493A0A1D,"welcome.snbt: START HERE, YOU BEAUTIFUL NOOB / Death Is Recoverable",title=Death Is Recoverable; tasks=64C51E8DA72CE377; rewards=0FE7EE9D493A0A1D,unchanged,restored baseline reward definitions and IDs,No existing reward ID changes item/XP meaning.
quest,2EA09A0DD85E0043,roadmap.snbt: What Leads Into What? / Iron Gear Leads to the Public Armoury,title=Iron Gear Leads to the Public Armoury; tasks=3E4E9DE04AA78D37; rewards=24E691937BAF6A8D,roadmap.snbt: Pick a Lane Before You Craft Everything / Iron Gear Leads to the Public Armoury,title=Iron Gear Leads to the Public Armoury; tasks=3E4E9DE04AA78D37; rewards=24E691937BAF6A8D,unchanged,preserved baseline definition,
quest,2ECFF275EF74DA42,"archaeology.snbt: Fossils, Archaeology and Dinosaurs / Tools of the Trade","title=Tools of the Trade; tasks=15682F96681F57EE,28EB9A8A8E61D685; rewards=7DFD288AF118FAF2","archaeology.snbt: Brush First, Break Nothing / Tools of the Trade","title=Tools of the Trade; tasks=15682F96681F57EE,28EB9A8A8E61D685; rewards=7DFD288AF118FAF2",unchanged,preserved baseline definition,
quest,2FF22EE22B1363FC,endgame.snbt: Dangerous Shit and Endgame / Explore Incendium's Nether,"title=Explore Incendium's Nether; tasks=5F10A1A93561FE10,6818F771A5823E03; rewards=6266E2D57256D3EF","endgame.snbt: Dangerous Shit, Bigger Consequences / Explore Incendium's Nether","title=Explore Incendium's Nether; tasks=5F10A1A93561FE10,6818F771A5823E03; rewards=6266E2D57256D3EF",unchanged,preserved baseline definition,
quest,30E0E9CB591566C9,"homestead_mastery.snbt: Homestead Mastery: Farm, Kitchen and Apiary / Sprinklers and Fertilizer Need Limits",title=Sprinklers and Fertilizer Need Limits; tasks=063688AC652E9DF9; rewards=1677065F72A9641A,"homestead_mastery.snbt: Farm, Kitchen, Bees: Feed the Damn Server / Sprinklers and Fertilizer Need Limits",title=Sprinklers and Fertilizer Need Limits; tasks=063688AC652E9DF9; rewards=1677065F72A9641A,unchanged,preserved baseline definition,
quest,3119C51ADD982ABF,create_basics.snbt: Create Without Having a Brain Aneurysm / Lesson 9: Process with Air,title=Lesson 9: Process with Air; tasks=34A6C0D785309E7A; rewards=230DDB35317506A1,create_basics.snbt: Create Without Having a Brain Aneurysm / Lesson 9: Process with Air,title=Lesson 9: Process with Air; tasks=34A6C0D785309E7A; rewards=230DDB35317506A1,unchanged,preserved baseline definition,
quest,315365C6389CA4C1,"homestead_mastery.snbt: Homestead Mastery: Farm, Kitchen and Apiary / Project: A Compact Responsible Apiary",title=Project: A Compact Responsible Apiary; tasks=44C85F5A80E3D73E; rewards=5A7705E383C4D306,"homestead_mastery.snbt: Farm, Kitchen, Bees: Feed the Damn Server / Project: A Compact Responsible Apiary",title=Project: A Compact Responsible Apiary; tasks=44C85F5A80E3D73E; rewards=5A7705E383C4D306,unchanged,preserved baseline definition,
quest,31CF2E051B43098D,welcome.snbt: WHERE THE FUCK DO I START? / A Shared Waystone Network,"title=A Shared Waystone Network; tasks=5E4A606C24D28BB9; rewards=05902C78CA9A4EB5,47FC1A96C03DDB68","welcome.snbt: START HERE, YOU BEAUTIFUL NOOB / A Shared Waystone Network","title=A Shared Waystone Network; tasks=5E4A606C24D28BB9; rewards=05902C78CA9A4EB5,47FC1A96C03DDB68",unchanged,restored baseline reward definitions and IDs,No existing reward ID changes item/XP meaning.
quest,32783418D0A32007,enchanting_gear.snbt: Enchanting and the Public Armoury / Project: Build a Public Armoury,title=Project: Build a Public Armoury; tasks=54ED80FE336FF69B; rewards=4C7282C78FF5E13B,enchanting_gear.snbt: Wizard Shit Without Wasting 47 Levels / Project: Build a Public Armoury,title=Project: Build a Public Armoury; tasks=54ED80FE336FF69B; rewards=4C7282C78FF5E13B,unchanged,preserved baseline definition,
quest,339A912B4286B1AD,"homestead_mastery.snbt: Homestead Mastery: Farm, Kitchen and Apiary / Cook a Repeatable Team Meal",title=Cook a Repeatable Team Meal; tasks=7AC45C9D0BC7A633; rewards=53F50335B91BCB0D,"homestead_mastery.snbt: Farm, Kitchen, Bees: Feed the Damn Server / Cook a Repeatable Team Meal",title=Cook a Repeatable Team Meal; tasks=7AC45C9D0BC7A633; rewards=53F50335B91BCB0D,unchanged,preserved baseline definition,
quest,33CFADBE0C37F7F3,"companions_communities.snbt: Companions, Fishing and Settlements / Domestication Innovation Is a Separate Layer",title=Domestication Innovation Is a Separate Layer; tasks=757D812011EE2727; rewards=651C41AE04B30DD6,"companions_communities.snbt: Pets, Fish and Villagers With Jobs / Domestication Innovation Is a Separate Layer",title=Domestication Innovation Is a Separate Layer; tasks=757D812011EE2727; rewards=651C41AE04B30DD6,unchanged,preserved baseline definition,
quest,341C28816B831FA9,first_days.snbt: Surviving the First Night / Build for a Healthy World,title=Build for a Healthy World; tasks=007F1F07EEC904B0; rewards=00DF54A82EE4F4EC,"first_days.snbt: Day One: Bed, Bread, Don't Die / Build for a Healthy World",title=Build for a Healthy World; tasks=007F1F07EEC904B0; rewards=00DF54A82EE4F4EC,unchanged,preserved baseline definition,
quest,346D2C8405590BA7,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Aether: Silver Dungeon and the Valkyrie Queen",title=Aether: Silver Dungeon and the Valkyrie Queen; tasks=7717B7288D095CEA; rewards=7CFA11F9817EB0F8,"dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Aether: Silver Dungeon and the Valkyrie Queen",title=Aether: Silver Dungeon and the Valkyrie Queen; tasks=7717B7288D095CEA; rewards=7CFA11F9817EB0F8,unchanged,preserved baseline definition,
quest,347C1FEFFA63275C,"homestead_mastery.snbt: Homestead Mastery: Farm, Kitchen and Apiary / Breed One Useful Bee Deliberately",title=Breed One Useful Bee Deliberately; tasks=01A9D5A9502A4A0A; rewards=177468CDF82AA3A4,"homestead_mastery.snbt: Farm, Kitchen, Bees: Feed the Damn Server / Breed One Useful Bee Deliberately",title=Breed One Useful Bee Deliberately; tasks=01A9D5A9502A4A0A; rewards=177468CDF82AA3A4,unchanged,preserved baseline definition,
quest,34B44EE7DDB53F36,welcome.snbt: WHERE THE FUCK DO I START? / Map Before You Roam,"title=Map Before You Roam; tasks=317E19FB4C0F40DF; rewards=07F0F0A53473CA15,2297FDCA42E6B81D","welcome.snbt: START HERE, YOU BEAUTIFUL NOOB / Map Before You Roam","title=Map Before You Roam; tasks=317E19FB4C0F40DF; rewards=07F0F0A53473CA15,2297FDCA42E6B81D",unchanged,restored baseline reward definitions and IDs,No existing reward ID changes item/XP meaning.
quest,34B78045A3F1DA78,travel_storage.snbt: Stop Living Out of 46 Chests / Make the Pack Work for You,"title=Make the Pack Work for You; tasks=1E8B61323904884D,71B7E389A6999EEF; rewards=1601830DF64AEA40",travel_storage.snbt: Your 46-Chest Intervention / Make the Pack Work for You,"title=Make the Pack Work for You; tasks=1E8B61323904884D,71B7E389A6999EEF; rewards=1601830DF64AEA40",unchanged,preserved baseline definition,
